Identifiant DEPCIR (numéro de département suivi du numéro de circonscritption),Intitulé de DEPCIR,Population,Population 0-2 ans,Population 3-5 ans,Population 6-10 ans,Population 11-17 ans,Population 18-24 ans,Population 25-39 ans,Population 40-54 ans,Population 55-64 ans,Population 65-79 ans,Population 80 ans et plus,Population 0-19 ans,Population 20-64 ans,Population 65 ans et plus,Population Hommes,Population Hommes 0-19 ans,Population Hommes 20-64 ans,Population Hommes 65 ans et plus,Population Femmes,Population Femmes 0-19 ans,Population Femmes 20-64 ans,Population Femmes 65 ans et plus,Population française,Population étrangère,Population 15 ans ou plus,Population 15 ans ou plus Agriculteurs exploitants,"Population 15 ans ou plus Artisans, Comm., Chefs entr.","Population 15 ans ou plus Cadres, Prof. intel. sup.",Population 15 ans ou plus Prof. intermédiaires ,Population 15 ans ou plus Employés,Population 15 ans ou plus Ouvriers,Population 15 ans ou plus Retraités ,Population 15 ans ou plus Autres,Population Hommes15 ans ou plus,Population Hommes 15 ans ou plus Agriculteurs exploitants,"Population Hommes15 ans ou plus Artisans, Comm., Chefs entr.","Population Hommes 15 ans ou plus Cadres, Prof. intel. sup.",Population Hommes 15 ans ou plus Prof. intermédiaires ,Population Hommes15 ans ou plus Employés,Population Hommes 15 ans ou plus Ouvriers,Population Hommes 15 ans ou plus Retraités ,Population Hommes 15 ans ou plus Autres,Population Femmes15 ans ou plus,Population Femmes 15 ans ou plus Agriculteurs exploitants,"Population Femmes15 ans ou plus Artisans, Comm., Chefs entr.","Population Femmes 15 ans ou plus Cadres, Prof. intel. sup.",Population Femmes 15 ans ou plus Prof. intermédiaires ,Population Femmes 15 ans ou plus Employés,Population Femmes 15 ans ou plus Ouvriers,Population Femmes 15 ans ou plus Retraités ,Population Femmes 15 ans ou plus Autres,Résidences principales,Population Ménages : Nombre de personnes des ménages,Population ménages : nombre de personnes dans les ménages avec famille(s),Population ménages : Nombre de ménages d'une Personne seule
DEPCIR,DEPCIR INTITULE,P13 pop,P13 pop0002,P13 pop0305,P13 pop0610,P13 pop1117,P13 pop1824,P13 pop2539,P13 pop4054,P13 pop5564,P13 pop6579,P13 pop80p,P13 pop0019,P13 pop2064,P13 pop65P,P13 poph,P13 h0019,P13 h2064,P13 h65p,P13 popf,P13 f0019,P13 f2064,P13 f65p,P13 pop fr,P13 pop etr,P13 Pop15P,C13 Pop15P cs1,C13 Pop15P cs2,C13 Pop15P cs3,C13 Pop15P cs4,C13 Pop15P cs5,C13 Pop15P cs6,C13 Pop15P cs7,C13 Pop15P cs8,C13 H15P,C13 H15P cs1,C13 H15P cs2,C13 H15P cs3,C13 H15P cs4,C13 H15P cs5,C13 H15P cs6,C13 H15P cs7,C13 H15P cs8,C13 F15P,C13 F15P cs1,C13 F15P cs2,C13 F15P cs3,C13 F15P cs4,C13 F15P cs5,C13 F15P cs6,C13 F15P cs7,C13 F15P cs8,P13 rp,C13 pmen,C13 pmen menfam,C13 pmen menseul
6801,Haut-Rhin  - 1re circonscription,113242,2793,4170,6812,9807,9450,22418,24119,14149,12987,6536,26146,67573,19524,54965,13555,33198,8212,58277,12591,34374,11312,102815,10427,93793,377,2482,7197,12841,16894,15643,23180,15180,44613,271,1671,4469,6013,3913,12307,10218,5751,49180,106,810,2728,6828,12981,3336,12962,9429,48982,110358,91974,16291
6802,Haut-Rhin  - 2e circonscription,119385,2417,3828,6807,10333,8034,19502,26825,16909,16315,8414,26078,68577,24729,58216,13440,34321,10456,61169,12639,34257,14273,114557,4828,100335,1384,3448,6706,14396,15499,15684,29670,13546,48234,1032,2410,4270,6748,2827,12420,13244,5283,52101,352,1038,2435,7649,12672,3264,16426,8264,51150,116295,98767,15547
6803,Haut-Rhin  - 3e circonscription,122444,2797,4404,7403,10725,7951,22127,28857,17000,15042,6137,27812,73452,21180,60596,14180,36854,9562,61848,13632,36598,11618,110250,12194,101475,692,2994,8245,14497,17087,18631,24364,14965,49826,456,2079,5317,7410,3241,14824,11233,5266,51649,236,915,2927,7087,13846,3807,13131,9699,52023,120975,103511,15259
6804,Haut-Rhin  - 4e circonscription,132731,2963,4670,8099,11727,9510,23050,30043,18174,16654,7840,30431,77807,24494,65775,15556,39507,10712,66956,14875,38300,13781,127353,5378,110541,466,2999,6751,16271,17482,20169,29284,17119,54433,315,2114,4446,8156,3351,15763,13985,6304,56108,151,885,2305,8115,14131,4406,15299,10815,54205,130003,113507,14391
6805,Haut-Rhin  - 5e circonscription,129174,3561,5158,8357,10928,11072,25804,25543,15847,15167,7738,31059,75211,22905,61984,15728,36728,9529,67189,15331,38482,13376,112613,16560,105729,49,2790,8544,14555,16271,15770,25864,21886,49928,44,2036,5318,6724,3443,12815,11327,8221,55800,6,754,3226,7830,12828,2955,14537,13664,57458,125983,100617,22133
6806,Haut-Rhin  - 6e circonscription,141747,3612,5601,9150,12486,10230,26511,29933,19077,17534,7613,33845,82755,25147,69628,17408,41043,11176,72120,16437,41712,13971,125966,15781,115983,235,2989,6368,15530,19277,20943,29189,21451,56409,164,2164,4202,7676,3725,17010,13810,7659,59574,72,825,2167,7854,15552,3934,15379,13792,58785,138951,118791,17749
6901,Rhône  - 1re circonscription,124789,3335,4514,6201,8085,18238,31607,21823,12176,12024,6785,25988,79992,18809,59270,13144,38807,7319,65519,12844,41185,11490,112485,12304,106150,21,2665,14910,18091,17796,9240,20049,23378,49736,17,1901,8868,8440,5151,7571,8182,9606,56414,5,764,6042,9652,12644,1669,11867,13772,60106,118224,83047,28262
6902,Rhône  - 2e circonscription,116512,2888,4151,6173,7923,15844,29747,20765,11256,11079,6685,24160,74588,17765,54494,12121,35673,6700,62018,12038,38915,11065,107482,9030,98684,28,3147,18912,17507,14064,6396,18322,20309,45466,22,2319,10672,7700,4457,5170,7226,7900,53219,6,827,8240,9806,9608,1226,11096,12410,58449,113930,77222,27697
6903,Rhône  - 3e circonscription,128433,3461,4268,5635,6629,23204,36168,19635,11165,11407,6860,24083,86082,18268,59937,12127,40875,6935,68495,11956,45207,11332,116738,11695,111110,28,2484,19664,19950,16829,7216,19411,25528,50976,28,1859,11129,9087,5017,5926,7750,10179,60133,0,625,8535,10863,11811,1290,11660,15348,68425,125104,78227,35563
6904,Rhône  - 4e circonscription,130982,3359,4426,6714,8952,18912,33441,23448,11794,12518,7419,27577,83468,19937,61271,13847,39474,7950,69711,13730,43994,11987,120660,10321,111400,31,3004,23540,18794,15364,6467,20396,23804,51211,14,2120,13583,8147,4294,5295,8358,9400,60189,17,884,9958,10647,11070,1172,12038,14404,65452,128124,88993,30847
6905,Rhône  - 5e circonscription,117098,2691,4377,7734,10777,8830,19413,24263,14989,15882,8142,28422,64652,24024,56204,14637,31324,10244,60894,13785,33328,13781,111095,6003,96255,217,4404,15021,14856,12930,7165,26132,15531,45374,159,3304,8921,6404,2855,6077,11324,6330,50881,58,1099,6099,8452,10075,1088,14808,9200,48672,114081,96550,15113
6906,Rhône  - 6e circonscription,147192,4770,5879,8448,9971,21857,37272,24996,13177,13171,7651,33644,92726,20822,71321,17309,45706,8306,75871,16335,47021,12516,129127,18065,122312,16,2882,14789,20625,21455,12508,22757,27281,58647,10,2165,9064,9619,5575,10375,9492,12347,63665,6,716,5725,11006,15879,2133,13265,14934,70443,143663,102412,32283
6907,Rhône  - 7e circonscription,120519,4425,6034,9139,10947,12004,24012,22448,12393,13082,6036,33999,67402,19118,57993,17169,32665,8159,62526,16830,34737,10959,103147,17372,94544,21,2446,6400,11546,17003,14624,21178,21325,44931,21,1911,3918,5507,4278,11868,9412,8016,49613,0,536,2482,6040,12726,2755,11766,13309,47142,117615,98642,15600
6908,Rhône  - 8e circonscription,138951,3299,5188,9497,13561,11150,21960,29681,17383,18357,8874,35030,76690,27231,68310,18060,38416,11834,70641,16970,38274,15397,133924,5027,113336,1189,5071,11753,16519,15815,13634,31147,18209,54903,908,3771,7055,7455,3318,10861,14039,7495,58433,281,1300,4697,9064,12497,2772,17108,10714,56468,135294,116336,16683
6909,Rhône  - 9e circonscription,134536,3946,5982,9633,12600,9798,25846,27711,15541,15879,7599,35211,75846,23478,65702,17941,37725,10036,68834,17270,38121,13442,127468,7068,108012,1919,4720,8390,16366,17178,15082,27137,17221,52124,1355,3520,5270,7497,3304,12085,12205,6888,55888,564,1200,3119,8869,13874,2997,14932,10333,55363,131886,112332,17169
6910,Rhône  - 10e circonscription,124835,2958,4716,8506,12425,10081,20363,27312,15541,15639,7294,31873,70029,22933,60929,16343,34475,10111,63906,15531,35554,12822,121141,3694,101614,1290,4474,11934,16804,14100,10518,26764,15731,49086,979,3275,7499,7270,2773,8501,12220,6569,52528,310,1199,4434,9535,11326,2017,14544,9163,49618,121548,106260,13614
6911,Rhône  - 11e circonscription,127417,3378,5241,9293,12504,9860,22334,28389,15075,15033,6310,33532,72543,21343,62648,17231,35927,9490,64769,16301,36616,11852,121424,5993,102414,834,4344,9938,17871,15650,12611,25242,15925,50205,584,3274,6279,8485,2854,10610,11788,6332,52209,250,1070,3659,9387,12796,2001,13453,9593,49386,125226,111149,12137
6912,Rhône  - 12e circonscription,116963,3329,4702,7491,10033,9591,22538,23279,13379,14702,7921,28569,65771,22623,55322,14402,31608,9313,61641,14168,34163,13310,109737,7226,95703,40,3185,12787,16625,14345,8830,24375,15515,44507,24,2397,7577,7430,3294,7426,10338,6021,51196,16,788,5211,9194,11051,1404,14038,9495,50371,114364,94448,17374
6913,Rhône  - 13e circonscription,116870,2990,4721,8048,11355,9933,20248,24919,14192,14579,5883,30257,66150,20463,57189,15688,32397,9104,59680,14569,33753,11358,110320,6549,94875,135,3544,9634,15857,15099,11551,23565,15489,45874,110,2681,5997,7411,3125,9419,10869,6262,49001,25,864,3637,8446,11974,2132,12696,9227,44787,115161,102404,10830
6914,Rhône  - 14e circonscription,134749,4850,7003,10262,12355,12063,27352,25564,14368,14488,6443,37943,75874,20932,65470,19120,37193,9157,69279,18823,38682,11774,116288,18461,105364,34,2606,4635,13310,19422,18289,23420,23647,50471,26,2024,2868,6701,4140,14933,10940,8839,54893,8,582,1767,6609,15282,3356,12480,14808,52203,131227,112041,16460
7001,Haute-Saône  - 1re circonscription,119281,2681,4223,7385,10407,8003,19467,24849,16960,16756,8550,27328,66647,25306,58563,14159,33417,10987,60718,13169,33230,14319,116330,2951,98760,1526,3290,4733,12412,15886,17113,30009,13792,47669,1253,2427,2911,5538,2693,13720,13944,5184,51091,273,862,1823,6874,13193,3393,16065,8608,52831,116524,96525,17877
7002,Haute-Saône  - 2e circonscription,119675,2735,4258,7568,10514,7510,19898,25214,17142,17175,7660,27640,67200,24835,59372,14298,34049,11024,60303,13341,33151,13811,116141,3534,98801,1039,3087,4980,12021,15105,17687,29862,15018,48603,825,2192,3123,5887,3008,13850,14256,5461,50198,215,896,1857,6134,12097,3837,15606,9557,51500,117160,98985,15960
7101,Saône-et-Loire  - 1re circonscription,101735,2345,3733,6059,8631,6909,17101,20890,13527,14977,7562,22854,56342,22539,49317,11803,27980,9535,52418,11051,28362,13005,95934,5801,84726,1657,3124,5567,11267,12903,12518,25828,11860,40545,1254,2315,3441,5146,2331,9774,11499,4785,44181,404,809,2126,6121,10573,2743,14329,7075,45355,99084,81159,16093
7102,Saône-et-Loire  - 2e circonscription,102945,1946,2968,5519,8044,5479,14268,20553,15890,18020,10258,20390,54277,28277,50002,10526,27380,12097,52943,9864,26898,16181,99750,3195,87853,2463,3356,3174,8698,12695,13589,32911,10965,42285,1883,2270,1878,4079,1925,11223,15098,3928,45568,580,1086,1296,4619,10771,2366,17812,7037,46921,100163,82217,16175
7103,Saône-et-Loire  - 3e circonscription,111031,2133,3354,6283,8974,7473,16239,22732,16318,17671,9855,23331,60175,27526,54227,12147,30304,11777,56804,11184,29871,15749,105670,5361,94001,1816,3391,4476,11487,13755,13785,31129,14162,45357,1423,2484,2811,5524,2263,11204,14386,5263,48644,393,907,1665,5963,11492,2581,16743,8899,50321,108293,88877,17444
7104,Saône-et-Loire  - 4e circonscription,112221,2428,3963,6956,9715,6620,16993,23281,15881,17382,9002,25370,60467,26384,55155,13112,30202,11840,57066,12258,30264,14544,107835,4386,93237,1420,3664,3667,9859,13999,17116,31586,11927,45385,1075,2667,2278,4761,2451,13068,14862,4223,47852,345,997,1389,5098,11549,4048,16723,7704,48830,110244,93137,15204
7105,Saône-et-Loire  - 5e circonscription,128290,2790,3991,6959,9998,9476,21630,25598,18097,19056,10695,26580,71959,29751,61290,13509,35642,12139,67000,13072,36317,17612,122806,5484,108940,730,2926,5790,14282,17830,15802,34220,17358,51475,545,2025,3680,7025,3696,12899,15170,6435,57465,185,901,2110,7257,14135,2904,19050,10923,60106,124356,98132,23589
7201,Sarthe   - 1re circonscription,106642,2488,3780,6472,9088,10925,19464,20863,12992,12877,7693,24613,61458,20571,51857,12397,30771,8689,54784,12216,30687,11881,103722,2920,88600,933,2601,7213,12594,14536,11780,24620,14322,42799,665,1742,4467,6246,3190,9687,10692,6110,45801,268,859,2746,6347,11346,2093,13928,8212,49119,103817,82254,19406
7202,Sarthe   - 2e circonscription,119126,3305,4817,7834,10771,9424,20721,23452,15835,15082,7884,29695,66465,22967,57635,15201,32780,9654,61492,14494,33685,13313,114096,5030,96882,433,2445,5203,12320,17466,15277,28449,15290,46220,298,1703,3271,6134,3979,11920,12750,6165,50663,135,742,1932,6186,13487,3357,15700,9125,51325,115927,96994,17066
7203,Sarthe   - 3e circonscription,114352,2587,4076,7321,10651,7457,17102,23645,15810,16665,9038,27242,61407,25703,56383,14082,30969,11333,57969,13160,30438,14370,113161,1191,93998,1630,3214,3916,10269,14841,16821,30963,12344,46092,1100,2122,2495,5086,2434,13134,14391,5332,47906,530,1093,1420,5184,12407,3688,16572,7013,48382,111085,94762,14493
7204,Sarthe   - 4e circonscription,111840,2828,4240,7588,10591,8462,18768,23555,14412,13713,7683,27971,62472,21396,54517,14222,31122,9173,57323,13750,31350,12223,109660,2180,91024,1307,2539,5220,11737,14048,16749,26480,12943,44067,910,1736,3207,5825,2528,12529,11902,5431,46957,397,802,2013,5912,11520,4221,14579,7512,47131,109040,92324,14722
7205,Sarthe   - 5e circonscription,117075,2726,4359,7468,10275,7960,19303,23413,15524,16709,9337,27386,63643,26046,56557,13948,31467,11141,60518,13437,32176,14905,114698,2377,96826,1313,2865,5493,11860,15297,15882,30651,13465,46122,946,2013,3363,5492,3037,12036,13614,5621,50704,367,852,2130,6368,12260,3846,17037,7843,51629,114764,95453,17149
7301,Savoie  - 1re circonscription,113889,2521,3921,7098,10023,8341,19102,24605,15211,15440,7626,26178,64644,23066,55819,13596,32262,9962,58070,12583,32382,13105,109524,4365,94490,626,4422,8364,15244,14508,11193,26382,13752,45628,495,3124,5298,7174,2889,9352,11947,5348,48862,131,1298,3066,8069,11618,1842,14435,8403,50101,111913,92638,16765
7302,Savoie  - 2e circonscription,102695,2353,3657,6108,9060,6793,19432,23195,13577,12596,5925,23360,60813,18521,50831,12022,30836,7972,51864,11338,29977,10549,96300,6395,85056,537,5093,4211,13838,15992,12678,21427,11281,41708,405,3474,2451,7454,3125,10594,9941,4262,43348,132,1618,1759,6384,12866,2083,11486,7019,46488,101229,82469,16587
7303,Savoie  - 3e circonscription,94815,2160,3339,5858,8463,6270,16307,20913,12660,12905,5940,21871,54099,18845,47039,11416,27360,8263,47776,10455,26739,10582,90653,4162,78447,561,3519,5514,12018,12633,11188,21807,11207,38495,415,2537,3298,5786,2691,9103,10196,4469,39952,146,982,2216,6232,9942,2085,11611,6739,40991,92674,77428,13131
7304,Savoie  - 4e circonscription,112316,2669,4179,6652,9293,11052,21497,22589,13298,13763,7324,25599,65630,21087,54106,12908,32480,8718,58210,12691,33150,12369,104463,7853,93674,387,3158,8516,14714,15579,11293,23604,16422,44637,285,2337,4997,6991,4044,9262,10258,6464,49037,102,821,3519,7723,11536,2031,13346,9959,50792,108810,85057,19977
7401,Haute-Savoie  - 1re circonscription,138929,3615,5222,8886,12138,11030,27556,30425,17126,15785,7146,33394,82604,22931,68477,17031,41230,10216,70452,16362,41374,12715,131382,7547,114335,437,4896,12725,20560,18394,14693,26498,16132,56088,350,3611,8123,9536,3795,11847,12074,6752,58247,87,1285,4602,11025,14598,2846,14423,9380,59623,136037,113736,19032
7402,Haute-Savoie  - 2e circonscription,132278,3042,4733,8270,11364,10681,25137,27630,16402,16764,8256,30802,76456,25020,64662,16069,38196,10397,67616,14733,38260,14623,124471,7807,109642,596,4844,10519,17740,18176,13755,28709,15304,52923,456,3504,6486,8273,4529,10881,12577,6218,56720,140,1341,4033,9467,13647,2874,16131,9086,58985,129336,104297,21501
7403,Haute-Savoie  - 3e circonscription,114880,3078,4744,8312,11074,8166,23765,27173,13206,10993,4369,29883,69635,15362,57389,15207,35276,6906,57491,14676,34359,8456,105469,9411,92260,658,4131,8256,17110,15195,16036,17849,13025,45693,455,3037,5279,7927,3077,12488,8191,5238,46567,203,1094,2976,9184,12118,3547,9658,7787,46379,112843,97729,12830
7404,Haute-Savoie  - 4e circonscription,143270,4406,6245,9405,12066,10257,34846,30613,15492,14230,5712,35036,88292,19942,69745,17899,43377,8470,73525,17138,44915,11472,119535,23735,116468,384,4208,11706,20016,23666,16884,21625,17979,56078,301,2870,7362,9248,6400,13860,9437,6600,60390,83,1338,4344,10769,17266,3024,12188,11379,64100,141865,114533,23598
7405,Haute-Savoie  - 5e circonscription,132407,3296,5236,8617,11766,8981,26113,29766,15784,15984,6866,31860,77698,22850,64525,16342,38284,9898,67882,15517,39413,12952,120254,12153,108438,615,5150,8447,18148,20218,15424,25342,15095,52022,492,3647,5431,8376,4256,12937,11439,5444,56415,123,1503,3017,9772,15961,2487,13903,9650,57452,130340,108375,18790
7406,Haute-Savoie  - 6e circonscription,107913,2718,3977,6906,9762,7221,20198,24949,13666,12935,5581,25698,63699,18516,53220,13131,32154,7935,54693,12566,31546,10581,98386,9527,88845,482,5036,5548,14074,15283,15364,20918,12139,43515,354,3497,3297,7292,3382,11543,9509,4640,45330,128,1539,2251,6781,11901,3821,11409,7499,46602,106069,88420,15361
7501,Paris  - 1re circonscription,128919,2753,3699,5839,7722,12732,36894,26755,13907,12731,5886,22696,87606,18617,62467,11271,43143,8054,66452,11425,44463,10563,110669,18250,112321,42,5575,38737,15358,12774,4040,16729,19065,54114,10,3845,21272,6584,4472,3074,7288,7568,58208,32,1729,17465,8774,8302,966,9441,11498,68866,127481,82648,36115
7502,Paris  - 2e circonscription,121206,1926,2776,4642,6927,16581,28300,21937,13912,16056,8149,19669,77332,24205,55521,9778,36046,9698,65685,9891,41287,14508,103984,17222,107981,48,4728,33543,12811,9676,2553,20820,23802,48896,18,3190,17666,5233,3167,1954,8380,9288,59085,31,1538,15877,7577,6508,599,12441,14514,67041,117264,72941,37451
7503,Paris  - 3e circonscription,117386,3312,3764,5461,6637,10143,35582,23327,12389,11186,5586,21230,79385,16772,55001,10677,37600,6723,62386,10553,41785,10048,99248,18138,101028,17,2997,28801,15866,14389,5773,16861,16322,46721,9,2005,14961,6674,4718,4508,6825,7021,54307,8,993,13840,9192,9671,1264,10037,9301,63661,116307,74414,34202
7504,Paris  - 4e circonscription,126471,2437,3732,6139,9130,12438,27477,25475,15031,15832,8780,24430,77429,24612,58154,12464,35660,10030,68317,11966,41769,14581,108005,18466,109002,42,5641,31789,12629,12023,3428,21074,22375,49199,18,4087,16939,5050,3449,2723,9032,7900,59803,24,1555,14850,7579,8574,705,12041,14475,64188,125485,88656,31433
7505,Paris  - 5e circonscription,128160,3212,4077,6066,7238,10711,41166,27624,12600,11204,4264,22787,89905,15468,64336,11453,45982,6901,63824,11333,43924,8568,106190,21970,110386,8,4486,36629,17951,13450,5661,14833,17368,55303,4,3048,20325,8552,5190,4276,6616,7292,55083,4,1439,16304,9399,8260,1385,8217,10076,68458,126674,80697,35491
7506,Paris  - 6e circonscription,132955,2912,4005,5788,7776,12525,39327,27313,14476,13068,5766,23003,91118,18834,63775,11604,44096,8075,69180,11399,47022,10759,112231,20724,115886,14,3151,31085,20333,16172,6728,19326,19076,55194,10,2189,16080,9171,5952,5118,8402,8272,60692,4,963,15005,11161,10221,1610,10923,10804,70460,130305,83770,37277
7507,Paris  - 7e circonscription,132176,2711,3240,5294,6902,11969,41455,26215,14646,13714,6030,20250,92181,19744,62969,10119,44655,8194,69207,10131,47526,11550,114092,18084,116924,23,4140,38530,19094,13440,4318,19311,18068,55266,20,2896,20492,8199,4869,3332,7977,7482,61658,3,1243,18038,10895,8571,986,11335,10586,74798,130523,79362,41435
7508,Paris  - 8e circonscription,129877,2861,3873,6166,8151,11342,34121,26030,15023,13892,8418,23537,84030,22310,60267,11937,39854,8477,69610,11600,44176,13833,115547,14330,112125,0,2733,30884,18116,14845,5234,22788,17525,51122,0,1977,16318,7732,5026,4244,8688,7137,61004,0,756,14567,10384,9819,990,14100,10387,66724,126580,86832,33283
7509,Paris  - 9e circonscription,109483,2236,3139,5090,7102,11536,25072,21695,14271,13301,6039,20403,69739,19341,51501,10698,33271,7533,57981,9705,36468,11808,94100,15383,95132,6,2155,21815,14135,14060,4955,19691,18315,43832,4,1465,11628,5949,4778,3970,7940,8098,51301,2,690,10187,8186,9282,985,11752,10217,53394,104735,73125,25262
7510,Paris  - 10e circonscription,126997,2634,3647,5773,8138,14612,32208,23429,14817,14408,7332,22933,82324,21740,59055,11670,39021,8364,67942,11263,43303,13375,107050,19948,110326,13,2403,26514,15928,15666,4862,21737,23202,50493,6,1623,14347,6591,5465,3643,8419,10399,59832,6,781,12167,9337,10201,1219,13318,12803,60809,119100,83118,28411
7511,Paris  - 11e circonscription,113966,2259,2847,4525,6162,13464,29096,20189,13212,14724,7488,18670,73083,22212,52172,9334,34006,8832,61793,9336,39077,13380,100573,13392,100785,56,3058,31568,13020,10179,2742,20606,19557,45401,29,2021,16364,5258,3392,2080,8065,8192,55384,27,1037,15203,7761,6788,662,12541,11365,60591,108801,70279,32391
7512,Paris  - 12e circonscription,119517,2547,3083,5269,7207,11732,32006,21969,13576,14750,7376,20571,76818,22127,54515,10166,35561,8787,65002,10405,41257,13340,103143,16374,104460,32,3353,34883,13693,10136,2972,20144,19247,47004,10,2270,18848,5418,3031,2406,7908,7114,57456,22,1084,16035,8275,7105,566,12236,12133,63229,117250,78032,32269
7513,Paris  - 13e circonscription,130540,2845,3957,5849,7684,12644,34691,25308,14422,15121,8020,23026,84373,23141,58675,11506,38626,8543,71866,11521,45747,14598,113843,16697,113537,13,2803,33881,17048,13702,4132,22814,19144,50141,4,1934,17808,6783,4438,3202,8546,7425,63395,8,869,16073,10264,9264,930,14268,11719,69774,128633,84730,36296
7514,Paris  - 14e circonscription,125534,2154,3436,5857,9486,12809,22374,24395,15284,18148,11593,24367,71426,29741,56253,12126,32393,11734,69281,12241,39033,18007,108011,17523,108840,68,5121,29358,11833,10447,2509,24692,24814,47759,44,3614,16040,4810,2928,1885,10391,8047,61081,24,1507,13317,7023,7519,623,14300,16767,62876,123516,88619,30118
7515,Paris  - 15e circonscription,125278,3068,4394,6946,9078,10515,31475,27058,14744,12489,5511,25914,81365,18000,58985,13420,38357,7208,66293,12493,43008,10792,107094,18185,105696,10,2465,22475,18245,17696,7497,18914,18394,48833,10,1709,11955,7707,6132,5906,7560,7854,56863,0,755,10519,10539,11565,1591,11353,10541,62354,123718,85914,30194
7516,Paris  - 16e circonscription,120390,3546,4572,7117,9407,10961,28495,24661,14617,11913,5102,27461,75914,17014,57390,13823,36490,7076,63000,13638,39424,9938,100468,19922,99677,0,2998,19933,15742,16436,7131,17832,19605,46807,0,2060,10819,6957,5580,5440,7560,8390,52870,0,937,9114,8785,10856,1691,10272,11215,54801,118427,87449,23987
7517,Paris  - 17e circonscription,116756,3012,4382,6899,9188,11069,30831,23874,13284,10494,3724,26243,76295,14218,58160,13488,38225,6447,58596,12755,38070,7771,90833,25923,97135,2,2899,17213,15253,17659,8944,14900,20264,48145,2,2048,9571,7330,6481,6860,6964,8890,48990,0,852,7642,7923,11179,2085,7936,11374,52607,115198,82807,22789
7518,Paris  - 18e circonscription,124011,3283,4090,5503,6159,9954,40951,25222,12407,11496,4944,20853,86717,16440,59896,10347,42969,6580,64115,10505,43748,9861,104375,19636,107474,23,3811,31982,18236,13972,6312,16542,16596,51776,8,2435,16895,8119,5319,4971,6792,7236,55698,15,1376,15087,10117,8653,1341,9750,9360,69183,122653,74219,37752
7601,Seine-Maritime  - 1re circonscription,117721,2580,3350,5174,7142,22208,27140,18905,12124,11756,7342,22786,75836,19098,55705,11519,37202,6983,62016,11267,38634,12115,110000,7721,102663,48,2258,13789,15384,15355,8204,20897,26728,47886,41,1560,7781,6926,4649,6886,8008,12034,54776,7,698,6008,8458,10706,1318,12888,14694,63737,113698,72445,34565
7602,Seine-Maritime  - 2e circonscription,120799,2630,4246,7648,11392,9015,18783,26007,17002,16025,8052,29003,67719,24077,58139,14963,32959,10216,62660,14040,34760,13860,118878,1921,99633,696,3309,10581,16061,14718,11123,28692,14451,47479,516,2434,6530,7285,2902,9093,12764,5957,52153,180,876,4051,8776,11816,2031,15928,8494,50145,118645,102596,13937
